t_idx,DateTime,HourOfDay,DayOfWeek,IsWeekend
4494,2004-09-15 07:00,7,4,0
4495,2004-09-15 08:00,8,4,0
4496,2004-09-15 09:00,9,4,0
4497,2004-09-15 10:00,10,4,0
4498,2004-09-15 11:00,11,4,0
4499,2004-09-15 12:00,12,4,0
4500,2004-09-15 13:00,13,4,0
4501,2004-09-15 14:00,14,4,0
4502,2004-09-15 15:00,15,4,0
4503,2004-09-15 16:00,16,4,0
4504,2004-09-15 17:00,17,4,0
4505,2004-09-15 18:00,18,4,0
4506,2004-09-15 19:00,19,4,0
4507,2004-09-15 20:00,20,4,0
4508,2004-09-15 21:00,21,4,0
4509,2004-09-15 22:00,22,4,0
4510,2004-09-15 23:00,23,4,0
4511,2004-09-16 00:00,0,5,0
4512,2004-09-16 01:00,1,5,0
4513,2004-09-16 02:00,2,5,0
4514,2004-09-16 03:00,3,5,0
4515,2004-09-16 04:00,4,5,0
4516,2004-09-16 05:00,5,5,0
4517,2004-09-16 06:00,6,5,0
4518,2004-09-16 07:00,7,5,0
4519,2004-09-16 08:00,8,5,0
4520,2004-09-16 09:00,9,5,0
4521,2004-09-16 10:00,10,5,0
4522,2004-09-16 11:00,11,5,0
4523,2004-09-16 12:00,12,5,0
4524,2004-09-16 13:00,13,5,0
4525,2004-09-16 14:00,14,5,0
4526,2004-09-16 15:00,15,5,0
4527,2004-09-16 16:00,16,5,0
4528,2004-09-16 17:00,17,5,0
4529,2004-09-16 18:00,18,5,0
4530,2004-09-16 19:00,19,5,0
4531,2004-09-16 20:00,20,5,0
4532,2004-09-16 21:00,21,5,0
4533,2004-09-16 22:00,22,5,0
4534,2004-09-16 23:00,23,5,0
4535,2004-09-17 00:00,0,6,0
4536,2004-09-17 01:00,1,6,0
4537,2004-09-17 02:00,2,6,0
4538,2004-09-17 03:00,3,6,0
4539,2004-09-17 04:00,4,6,0
4540,2004-09-17 05:00,5,6,0
4541,2004-09-17 06:00,6,6,0
4542,2004-09-17 07:00,7,6,0
4543,2004-09-17 08:00,8,6,0
4544,2004-09-17 09:00,9,6,0
4545,2004-09-17 10:00,10,6,0
4546,2004-09-17 11:00,11,6,0
4547,2004-09-17 12:00,12,6,0
4548,2004-09-17 13:00,13,6,0
4549,2004-09-17 14:00,14,6,0
4550,2004-09-17 15:00,15,6,0
4551,2004-09-17 16:00,16,6,0
4552,2004-09-17 17:00,17,6,0
4553,2004-09-17 18:00,18,6,0
4554,2004-09-17 19:00,19,6,0
4555,2004-09-17 20:00,20,6,0
4556,2004-09-17 21:00,21,6,0
4557,2004-09-17 22:00,22,6,0
4558,2004-09-17 23:00,23,6,0
4559,2004-09-18 00:00,0,7,1
4560,2004-09-18 01:00,1,7,1
4561,2004-09-18 02:00,2,7,1
4562,2004-09-18 03:00,3,7,1
4563,2004-09-18 04:00,4,7,1
4564,2004-09-18 05:00,5,7,1
4565,2004-09-18 06:00,6,7,1
4566,2004-09-18 07:00,7,7,1
4567,2004-09-18 08:00,8,7,1
4568,2004-09-18 09:00,9,7,1
4569,2004-09-18 10:00,10,7,1
4570,2004-09-18 11:00,11,7,1
4571,2004-09-18 12:00,12,7,1
4572,2004-09-18 13:00,13,7,1
4573,2004-09-18 14:00,14,7,1
4574,2004-09-18 15:00,15,7,1
4575,2004-09-18 16:00,16,7,1
4576,2004-09-18 17:00,17,7,1
4577,2004-09-18 18:00,18,7,1
4578,2004-09-18 19:00,19,7,1
4579,2004-09-18 20:00,20,7,1
4580,2004-09-18 21:00,21,7,1
4581,2004-09-18 22:00,22,7,1
4582,2004-09-18 23:00,23,7,1
4583,2004-09-19 00:00,0,1,1
4584,2004-09-19 01:00,1,1,1
4585,2004-09-19 02:00,2,1,1
4586,2004-09-19 03:00,3,1,1
4587,2004-09-19 04:00,4,1,1
4588,2004-09-19 05:00,5,1,1
4589,2004-09-19 06:00,6,1,1
4590,2004-09-19 07:00,7,1,1
4591,2004-09-19 08:00,8,1,1
4592,2004-09-19 09:00,9,1,1
4593,2004-09-19 10:00,10,1,1
4594,2004-09-19 11:00,11,1,1
4595,2004-09-19 12:00,12,1,1
4596,2004-09-19 13:00,13,1,1
4597,2004-09-19 14:00,14,1,1
4598,2004-09-19 15:00,15,1,1
4599,2004-09-19 16:00,16,1,1
4600,2004-09-19 17:00,17,1,1
4601,2004-09-19 18:00,18,1,1
4602,2004-09-19 19:00,19,1,1
4603,2004-09-19 20:00,20,1,1
4604,2004-09-19 21:00,21,1,1
4605,2004-09-19 22:00,22,1,1
4606,2004-09-19 23:00,23,1,1
4607,2004-09-20 00:00,0,2,0
4608,2004-09-20 01:00,1,2,0
4609,2004-09-20 02:00,2,2,0
4610,2004-09-20 03:00,3,2,0
4611,2004-09-20 04:00,4,2,0
4612,2004-09-20 05:00,5,2,0
4613,2004-09-20 06:00,6,2,0
4614,2004-09-20 07:00,7,2,0
4615,2004-09-20 08:00,8,2,0
4616,2004-09-20 09:00,9,2,0
4617,2004-09-20 10:00,10,2,0
4618,2004-09-20 11:00,11,2,0
4619,2004-09-20 12:00,12,2,0
4620,2004-09-20 13:00,13,2,0
4621,2004-09-20 14:00,14,2,0
4622,2004-09-20 15:00,15,2,0
4623,2004-09-20 16:00,16,2,0
4624,2004-09-20 17:00,17,2,0
4625,2004-09-20 18:00,18,2,0
4626,2004-09-20 19:00,19,2,0
4627,2004-09-20 20:00,20,2,0
4628,2004-09-20 21:00,21,2,0
4629,2004-09-20 22:00,22,2,0
4630,2004-09-20 23:00,23,2,0
4631,2004-09-21 00:00,0,3,0
4632,2004-09-21 01:00,1,3,0
4633,2004-09-21 02:00,2,3,0
4634,2004-09-21 03:00,3,3,0
4635,2004-09-21 04:00,4,3,0
4636,2004-09-21 05:00,5,3,0
4637,2004-09-21 06:00,6,3,0
4638,2004-09-21 07:00,7,3,0
4639,2004-09-21 08:00,8,3,0
4640,2004-09-21 09:00,9,3,0
4641,2004-09-21 10:00,10,3,0
4642,2004-09-21 11:00,11,3,0
4643,2004-09-21 12:00,12,3,0
4644,2004-09-21 13:00,13,3,0
4645,2004-09-21 14:00,14,3,0
4646,2004-09-21 15:00,15,3,0
4647,2004-09-21 16:00,16,3,0
4648,2004-09-21 17:00,17,3,0
4649,2004-09-21 18:00,18,3,0
4650,2004-09-21 19:00,19,3,0
4651,2004-09-21 20:00,20,3,0
4652,2004-09-21 21:00,21,3,0
4653,2004-09-21 22:00,22,3,0
4654,2004-09-21 23:00,23,3,0
4655,2004-09-22 00:00,0,4,0
4656,2004-09-22 01:00,1,4,0
4657,2004-09-22 02:00,2,4,0
4658,2004-09-22 03:00,3,4,0
4659,2004-09-22 04:00,4,4,0
4660,2004-09-22 05:00,5,4,0
4661,2004-09-22 06:00,6,4,0
4662,2004-09-22 07:00,7,4,0
4663,2004-09-22 08:00,8,4,0
4664,2004-09-22 09:00,9,4,0
4665,2004-09-22 10:00,10,4,0
4666,2004-09-22 11:00,11,4,0
4667,2004-09-22 12:00,12,4,0
4668,2004-09-22 13:00,13,4,0
4669,2004-09-22 14:00,14,4,0
4670,2004-09-22 15:00,15,4,0
4671,2004-09-22 16:00,16,4,0
4672,2004-09-22 17:00,17,4,0
4673,2004-09-22 18:00,18,4,0
4674,2004-09-22 19:00,19,4,0
4675,2004-09-22 20:00,20,4,0
4676,2004-09-22 21:00,21,4,0
4677,2004-09-22 22:00,22,4,0
4678,2004-09-22 23:00,23,4,0
4679,2004-09-23 00:00,0,5,0
4680,2004-09-23 01:00,1,5,0
4681,2004-09-23 02:00,2,5,0
4682,2004-09-23 03:00,3,5,0
4683,2004-09-23 04:00,4,5,0
4684,2004-09-23 05:00,5,5,0
4685,2004-09-23 06:00,6,5,0
4686,2004-09-23 07:00,7,5,0
4687,2004-09-23 08:00,8,5,0
4688,2004-09-23 09:00,9,5,0
4689,2004-09-23 10:00,10,5,0
4690,2004-09-23 11:00,11,5,0
4691,2004-09-23 12:00,12,5,0
4692,2004-09-23 13:00,13,5,0
4693,2004-09-23 14:00,14,5,0
4694,2004-09-23 15:00,15,5,0
4695,2004-09-23 16:00,16,5,0
4696,2004-09-23 17:00,17,5,0
4697,2004-09-23 18:00,18,5,0
4698,2004-09-23 19:00,19,5,0
4699,2004-09-23 20:00,20,5,0
4700,2004-09-23 21:00,21,5,0
4701,2004-09-23 22:00,22,5,0
4702,2004-09-23 23:00,23,5,0
4703,2004-09-24 00:00,0,6,0
4704,2004-09-24 01:00,1,6,0
4705,2004-09-24 02:00,2,6,0
4706,2004-09-24 03:00,3,6,0
4707,2004-09-24 04:00,4,6,0
4708,2004-09-24 05:00,5,6,0
4709,2004-09-24 06:00,6,6,0
4710,2004-09-24 07:00,7,6,0
4711,2004-09-24 08:00,8,6,0
4712,2004-09-24 09:00,9,6,0
4713,2004-09-24 10:00,10,6,0
4714,2004-09-24 11:00,11,6,0
4715,2004-09-24 12:00,12,6,0
4716,2004-09-24 13:00,13,6,0
4717,2004-09-24 14:00,14,6,0
4718,2004-09-24 15:00,15,6,0
4719,2004-09-24 16:00,16,6,0
4720,2004-09-24 17:00,17,6,0
4721,2004-09-24 18:00,18,6,0
4722,2004-09-24 19:00,19,6,0
4723,2004-09-24 20:00,20,6,0
4724,2004-09-24 21:00,21,6,0
4725,2004-09-24 22:00,22,6,0
4726,2004-09-24 23:00,23,6,0
4727,2004-09-25 00:00,0,7,1
4728,2004-09-25 01:00,1,7,1
4729,2004-09-25 02:00,2,7,1
4730,2004-09-25 03:00,3,7,1
4731,2004-09-25 04:00,4,7,1
4732,2004-09-25 05:00,5,7,1
4733,2004-09-25 06:00,6,7,1
4734,2004-09-25 07:00,7,7,1
4735,2004-09-25 08:00,8,7,1
4736,2004-09-25 09:00,9,7,1
4737,2004-09-25 10:00,10,7,1
4738,2004-09-25 11:00,11,7,1
4739,2004-09-25 12:00,12,7,1
4740,2004-09-25 13:00,13,7,1
4741,2004-09-25 14:00,14,7,1
4742,2004-09-25 15:00,15,7,1
4743,2004-09-25 16:00,16,7,1
4744,2004-09-25 17:00,17,7,1
4745,2004-09-25 18:00,18,7,1
4746,2004-09-25 19:00,19,7,1
4747,2004-09-25 20:00,20,7,1
4748,2004-09-25 21:00,21,7,1
4749,2004-09-25 22:00,22,7,1
4750,2004-09-25 23:00,23,7,1
4751,2004-09-26 00:00,0,1,1
4752,2004-09-26 01:00,1,1,1
4753,2004-09-26 02:00,2,1,1
4754,2004-09-26 03:00,3,1,1
4755,2004-09-26 04:00,4,1,1
4756,2004-09-26 05:00,5,1,1
4757,2004-09-26 06:00,6,1,1
4758,2004-09-26 07:00,7,1,1
4759,2004-09-26 08:00,8,1,1
4760,2004-09-26 09:00,9,1,1
4761,2004-09-26 10:00,10,1,1
4762,2004-09-26 11:00,11,1,1
4763,2004-09-26 12:00,12,1,1
4764,2004-09-26 13:00,13,1,1
4765,2004-09-26 14:00,14,1,1
4766,2004-09-26 15:00,15,1,1
4767,2004-09-26 16:00,16,1,1
4768,2004-09-26 17:00,17,1,1
4769,2004-09-26 18:00,18,1,1
4770,2004-09-26 19:00,19,1,1
4771,2004-09-26 20:00,20,1,1
4772,2004-09-26 21:00,21,1,1
4773,2004-09-26 22:00,22,1,1
4774,2004-09-26 23:00,23,1,1
4775,2004-09-27 00:00,0,2,0
4776,2004-09-27 01:00,1,2,0
4777,2004-09-27 02:00,2,2,0
4778,2004-09-27 03:00,3,2,0
4779,2004-09-27 04:00,4,2,0
4780,2004-09-27 05:00,5,2,0
4781,2004-09-27 06:00,6,2,0
4782,2004-09-27 07:00,7,2,0
4783,2004-09-27 08:00,8,2,0
4784,2004-09-27 09:00,9,2,0
4785,2004-09-27 10:00,10,2,0
4786,2004-09-27 11:00,11,2,0
4787,2004-09-27 12:00,12,2,0
4788,2004-09-27 13:00,13,2,0
4789,2004-09-27 14:00,14,2,0
4790,2004-09-27 15:00,15,2,0
4791,2004-09-27 16:00,16,2,0
4792,2004-09-27 17:00,17,2,0
4793,2004-09-27 18:00,18,2,0
4794,2004-09-27 19:00,19,2,0
4795,2004-09-27 20:00,20,2,0
4796,2004-09-27 21:00,21,2,0
4797,2004-09-27 22:00,22,2,0
4798,2004-09-27 23:00,23,2,0
4799,2004-09-28 00:00,0,3,0
4800,2004-09-28 01:00,1,3,0
4801,2004-09-28 02:00,2,3,0
4802,2004-09-28 03:00,3,3,0
4803,2004-09-28 04:00,4,3,0
4804,2004-09-28 05:00,5,3,0
4805,2004-09-28 06:00,6,3,0
4806,2004-09-28 07:00,7,3,0
4807,2004-09-28 08:00,8,3,0
4808,2004-09-28 09:00,9,3,0
4809,2004-09-28 10:00,10,3,0
4810,2004-09-28 11:00,11,3,0
4811,2004-09-28 12:00,12,3,0
4812,2004-09-28 13:00,13,3,0
4813,2004-09-28 14:00,14,3,0
4814,2004-09-28 15:00,15,3,0
4815,2004-09-28 16:00,16,3,0
4816,2004-09-28 17:00,17,3,0
4817,2004-09-28 18:00,18,3,0
4818,2004-09-28 19:00,19,3,0
4819,2004-09-28 20:00,20,3,0
4820,2004-09-28 21:00,21,3,0
4821,2004-09-28 22:00,22,3,0
4822,2004-09-28 23:00,23,3,0
4823,2004-09-29 00:00,0,4,0
4824,2004-09-29 01:00,1,4,0
4825,2004-09-29 02:00,2,4,0
4826,2004-09-29 03:00,3,4,0
4827,2004-09-29 04:00,4,4,0
4828,2004-09-29 05:00,5,4,0
4829,2004-09-29 06:00,6,4,0
4830,2004-09-29 07:00,7,4,0
4831,2004-09-29 08:00,8,4,0
4832,2004-09-29 09:00,9,4,0
4833,2004-09-29 10:00,10,4,0
4834,2004-09-29 11:00,11,4,0
4835,2004-09-29 12:00,12,4,0
4836,2004-09-29 13:00,13,4,0
4837,2004-09-29 14:00,14,4,0
4838,2004-09-29 15:00,15,4,0
4839,2004-09-29 16:00,16,4,0
4840,2004-09-29 17:00,17,4,0
4841,2004-09-29 18:00,18,4,0
4842,2004-09-29 19:00,19,4,0
4843,2004-09-29 20:00,20,4,0
4844,2004-09-29 21:00,21,4,0
4845,2004-09-29 22:00,22,4,0
4846,2004-09-29 23:00,23,4,0
4847,2004-09-30 00:00,0,5,0
4848,2004-09-30 01:00,1,5,0
4849,2004-09-30 02:00,2,5,0
4850,2004-09-30 03:00,3,5,0
4851,2004-09-30 04:00,4,5,0
4852,2004-09-30 05:00,5,5,0
4853,2004-09-30 06:00,6,5,0
4854,2004-09-30 07:00,7,5,0
4855,2004-09-30 08:00,8,5,0
4856,2004-09-30 09:00,9,5,0
4857,2004-09-30 10:00,10,5,0
4858,2004-09-30 11:00,11,5,0
4859,2004-09-30 12:00,12,5,0
4860,2004-09-30 13:00,13,5,0
4861,2004-09-30 14:00,14,5,0
4862,2004-09-30 15:00,15,5,0
4863,2004-09-30 16:00,16,5,0
4864,2004-09-30 17:00,17,5,0
4865,2004-09-30 18:00,18,5,0
4866,2004-09-30 19:00,19,5,0
4867,2004-09-30 20:00,20,5,0
4868,2004-09-30 21:00,21,5,0
4869,2004-09-30 22:00,22,5,0
4870,2004-09-30 23:00,23,5,0
4871,2004-10-01 00:00,0,6,0
4872,2004-10-01 01:00,1,6,0
4873,2004-10-01 02:00,2,6,0
4874,2004-10-01 03:00,3,6,0
4875,2004-10-01 04:00,4,6,0
4876,2004-10-01 05:00,5,6,0
4877,2004-10-01 06:00,6,6,0
4878,2004-10-01 07:00,7,6,0
4879,2004-10-01 08:00,8,6,0
4880,2004-10-01 09:00,9,6,0
4881,2004-10-01 10:00,10,6,0
4882,2004-10-01 11:00,11,6,0
4883,2004-10-01 12:00,12,6,0
4884,2004-10-01 13:00,13,6,0
4885,2004-10-01 14:00,14,6,0
4886,2004-10-01 15:00,15,6,0
4887,2004-10-01 16:00,16,6,0
4888,2004-10-01 17:00,17,6,0
4889,2004-10-01 18:00,18,6,0
4890,2004-10-01 19:00,19,6,0
4891,2004-10-01 20:00,20,6,0
4892,2004-10-01 21:00,21,6,0
4893,2004-10-01 22:00,22,6,0
4894,2004-10-01 23:00,23,6,0
4895,2004-10-02 00:00,0,7,1
4896,2004-10-02 01:00,1,7,1
4897,2004-10-02 02:00,2,7,1
4898,2004-10-02 03:00,3,7,1
4899,2004-10-02 04:00,4,7,1
4900,2004-10-02 05:00,5,7,1
4901,2004-10-02 06:00,6,7,1
4902,2004-10-02 07:00,7,7,1
4903,2004-10-02 08:00,8,7,1
4904,2004-10-02 09:00,9,7,1
4905,2004-10-02 10:00,10,7,1
4906,2004-10-02 11:00,11,7,1
4907,2004-10-02 12:00,12,7,1
4908,2004-10-02 13:00,13,7,1
4909,2004-10-02 14:00,14,7,1
4910,2004-10-02 15:00,15,7,1
4911,2004-10-02 16:00,16,7,1
4912,2004-10-02 17:00,17,7,1
4913,2004-10-02 18:00,18,7,1
4914,2004-10-02 19:00,19,7,1
4915,2004-10-02 20:00,20,7,1
4916,2004-10-02 21:00,21,7,1
4917,2004-10-02 22:00,22,7,1
4918,2004-10-02 23:00,23,7,1
4919,2004-10-03 00:00,0,1,1
4920,2004-10-03 01:00,1,1,1
4921,2004-10-03 02:00,2,1,1
4922,2004-10-03 03:00,3,1,1
4923,2004-10-03 04:00,4,1,1
4924,2004-10-03 05:00,5,1,1
4925,2004-10-03 06:00,6,1,1
4926,2004-10-03 07:00,7,1,1
4927,2004-10-03 08:00,8,1,1
4928,2004-10-03 09:00,9,1,1
4929,2004-10-03 10:00,10,1,1
4930,2004-10-03 11:00,11,1,1
4931,2004-10-03 12:00,12,1,1
4932,2004-10-03 13:00,13,1,1
4933,2004-10-03 14:00,14,1,1
4934,2004-10-03 15:00,15,1,1
4935,2004-10-03 16:00,16,1,1
4936,2004-10-03 17:00,17,1,1
4937,2004-10-03 18:00,18,1,1
4938,2004-10-03 19:00,19,1,1
4939,2004-10-03 20:00,20,1,1
4940,2004-10-03 21:00,21,1,1
4941,2004-10-03 22:00,22,1,1
4942,2004-10-03 23:00,23,1,1
4943,2004-10-04 00:00,0,2,0
4944,2004-10-04 01:00,1,2,0
4945,2004-10-04 02:00,2,2,0
4946,2004-10-04 03:00,3,2,0
4947,2004-10-04 04:00,4,2,0
4948,2004-10-04 05:00,5,2,0
4949,2004-10-04 06:00,6,2,0
4950,2004-10-04 07:00,7,2,0
4951,2004-10-04 08:00,8,2,0
4952,2004-10-04 09:00,9,2,0
4953,2004-10-04 10:00,10,2,0
4954,2004-10-04 11:00,11,2,0
4955,2004-10-04 12:00,12,2,0
4956,2004-10-04 13:00,13,2,0
4957,2004-10-04 14:00,14,2,0
4958,2004-10-04 15:00,15,2,0
4959,2004-10-04 16:00,16,2,0
4960,2004-10-04 17:00,17,2,0
4961,2004-10-04 18:00,18,2,0
4962,2004-10-04 19:00,19,2,0
4963,2004-10-04 20:00,20,2,0
4964,2004-10-04 21:00,21,2,0
4965,2004-10-04 22:00,22,2,0
4966,2004-10-04 23:00,23,2,0
4967,2004-10-05 00:00,0,3,0
4968,2004-10-05 01:00,1,3,0
4969,2004-10-05 02:00,2,3,0
4970,2004-10-05 03:00,3,3,0
4971,2004-10-05 04:00,4,3,0
4972,2004-10-05 05:00,5,3,0
4973,2004-10-05 06:00,6,3,0
4974,2004-10-05 07:00,7,3,0
4975,2004-10-05 08:00,8,3,0
4976,2004-10-05 09:00,9,3,0
4977,2004-10-05 10:00,10,3,0
4978,2004-10-05 11:00,11,3,0
4979,2004-10-05 12:00,12,3,0
4980,2004-10-05 13:00,13,3,0
4981,2004-10-05 14:00,14,3,0
4982,2004-10-05 15:00,15,3,0
4983,2004-10-05 16:00,16,3,0
4984,2004-10-05 17:00,17,3,0
4985,2004-10-05 18:00,18,3,0
4986,2004-10-05 19:00,19,3,0
4987,2004-10-05 20:00,20,3,0
4988,2004-10-05 21:00,21,3,0
4989,2004-10-05 22:00,22,3,0
4990,2004-10-05 23:00,23,3,0
4991,2004-10-06 00:00,0,4,0
4992,2004-10-06 01:00,1,4,0
4993,2004-10-06 02:00,2,4,0
4994,2004-10-06 03:00,3,4,0
4995,2004-10-06 04:00,4,4,0
4996,2004-10-06 05:00,5,4,0
4997,2004-10-06 06:00,6,4,0
4998,2004-10-06 07:00,7,4,0
4999,2004-10-06 08:00,8,4,0
5000,2004-10-06 09:00,9,4,0
5001,2004-10-06 10:00,10,4,0
5002,2004-10-06 11:00,11,4,0
5003,2004-10-06 12:00,12,4,0
5004,2004-10-06 13:00,13,4,0
5005,2004-10-06 14:00,14,4,0
5006,2004-10-06 15:00,15,4,0
5007,2004-10-06 16:00,16,4,0
5008,2004-10-06 17:00,17,4,0
5009,2004-10-06 18:00,18,4,0
5010,2004-10-06 19:00,19,4,0
5011,2004-10-06 20:00,20,4,0
5012,2004-10-06 21:00,21,4,0
5013,2004-10-06 22:00,22,4,0
5014,2004-10-06 23:00,23,4,0
5015,2004-10-07 00:00,0,5,0
5016,2004-10-07 01:00,1,5,0
5017,2004-10-07 02:00,2,5,0
5018,2004-10-07 03:00,3,5,0
5019,2004-10-07 04:00,4,5,0
5020,2004-10-07 05:00,5,5,0
5021,2004-10-07 06:00,6,5,0
5022,2004-10-07 07:00,7,5,0
5023,2004-10-07 08:00,8,5,0
5024,2004-10-07 09:00,9,5,0
5025,2004-10-07 10:00,10,5,0
5026,2004-10-07 11:00,11,5,0
5027,2004-10-07 12:00,12,5,0
5028,2004-10-07 13:00,13,5,0
5029,2004-10-07 14:00,14,5,0
5030,2004-10-07 15:00,15,5,0
5031,2004-10-07 16:00,16,5,0
5032,2004-10-07 17:00,17,5,0
5033,2004-10-07 18:00,18,5,0
5034,2004-10-07 19:00,19,5,0
5035,2004-10-07 20:00,20,5,0
5036,2004-10-07 21:00,21,5,0
5037,2004-10-07 22:00,22,5,0
5038,2004-10-07 23:00,23,5,0
5039,2004-10-08 00:00,0,6,0
5040,2004-10-08 01:00,1,6,0
5041,2004-10-08 02:00,2,6,0
5042,2004-10-08 03:00,3,6,0
5043,2004-10-08 04:00,4,6,0
5044,2004-10-08 05:00,5,6,0
5045,2004-10-08 06:00,6,6,0
5046,2004-10-08 07:00,7,6,0
5047,2004-10-08 08:00,8,6,0
5048,2004-10-08 09:00,9,6,0
5049,2004-10-08 10:00,10,6,0
5050,2004-10-08 11:00,11,6,0
5051,2004-10-08 12:00,12,6,0
5052,2004-10-08 13:00,13,6,0
5053,2004-10-08 14:00,14,6,0
5054,2004-10-08 15:00,15,6,0
5055,2004-10-08 16:00,16,6,0
5056,2004-10-08 17:00,17,6,0
5057,2004-10-08 18:00,18,6,0
5058,2004-10-08 19:00,19,6,0
5059,2004-10-08 20:00,20,6,0
5060,2004-10-08 21:00,21,6,0
5061,2004-10-08 22:00,22,6,0
5062,2004-10-08 23:00,23,6,0
5063,2004-10-09 00:00,0,7,1
5064,2004-10-09 01:00,1,7,1
5065,2004-10-09 02:00,2,7,1
5066,2004-10-09 03:00,3,7,1
5067,2004-10-09 04:00,4,7,1
5068,2004-10-09 05:00,5,7,1
5069,2004-10-09 06:00,6,7,1
5070,2004-10-09 07:00,7,7,1
5071,2004-10-09 08:00,8,7,1
5072,2004-10-09 09:00,9,7,1
5073,2004-10-09 10:00,10,7,1
5074,2004-10-09 11:00,11,7,1
5075,2004-10-09 12:00,12,7,1
5076,2004-10-09 13:00,13,7,1
5077,2004-10-09 14:00,14,7,1
5078,2004-10-09 15:00,15,7,1
5079,2004-10-09 16:00,16,7,1
5080,2004-10-09 17:00,17,7,1
5081,2004-10-09 18:00,18,7,1
5082,2004-10-09 19:00,19,7,1
5083,2004-10-09 20:00,20,7,1
5084,2004-10-09 21:00,21,7,1
5085,2004-10-09 22:00,22,7,1
5086,2004-10-09 23:00,23,7,1
5087,2004-10-10 00:00,0,1,1
5088,2004-10-10 01:00,1,1,1
5089,2004-10-10 02:00,2,1,1
5090,2004-10-10 03:00,3,1,1
5091,2004-10-10 04:00,4,1,1
5092,2004-10-10 05:00,5,1,1
5093,2004-10-10 06:00,6,1,1
5094,2004-10-10 07:00,7,1,1
5095,2004-10-10 08:00,8,1,1
5096,2004-10-10 09:00,9,1,1
5097,2004-10-10 10:00,10,1,1
5098,2004-10-10 11:00,11,1,1
5099,2004-10-10 12:00,12,1,1
5100,2004-10-10 13:00,13,1,1
5101,2004-10-10 14:00,14,1,1
5102,2004-10-10 15:00,15,1,1
5103,2004-10-10 16:00,16,1,1
5104,2004-10-10 17:00,17,1,1
5105,2004-10-10 18:00,18,1,1
5106,2004-10-10 19:00,19,1,1
5107,2004-10-10 20:00,20,1,1
5108,2004-10-10 21:00,21,1,1
5109,2004-10-10 22:00,22,1,1
5110,2004-10-10 23:00,23,1,1
5111,2004-10-11 00:00,0,2,0
5112,2004-10-11 01:00,1,2,0
5113,2004-10-11 02:00,2,2,0
5114,2004-10-11 03:00,3,2,0
5115,2004-10-11 04:00,4,2,0
5116,2004-10-11 05:00,5,2,0
5117,2004-10-11 06:00,6,2,0
5118,2004-10-11 07:00,7,2,0
5119,2004-10-11 08:00,8,2,0
5120,2004-10-11 09:00,9,2,0
5121,2004-10-11 10:00,10,2,0
5122,2004-10-11 11:00,11,2,0
5123,2004-10-11 12:00,12,2,0
5124,2004-10-11 13:00,13,2,0
5125,2004-10-11 14:00,14,2,0
5126,2004-10-11 15:00,15,2,0
5127,2004-10-11 16:00,16,2,0
5128,2004-10-11 17:00,17,2,0
5129,2004-10-11 18:00,18,2,0
5130,2004-10-11 19:00,19,2,0
5131,2004-10-11 20:00,20,2,0
5132,2004-10-11 21:00,21,2,0
5133,2004-10-11 22:00,22,2,0
5134,2004-10-11 23:00,23,2,0
5135,2004-10-12 00:00,0,3,0
5136,2004-10-12 01:00,1,3,0
5137,2004-10-12 02:00,2,3,0
5138,2004-10-12 03:00,3,3,0
5139,2004-10-12 04:00,4,3,0
5140,2004-10-12 05:00,5,3,0
5141,2004-10-12 06:00,6,3,0
5142,2004-10-12 07:00,7,3,0
5143,2004-10-12 08:00,8,3,0
5144,2004-10-12 09:00,9,3,0
5145,2004-10-12 10:00,10,3,0
5146,2004-10-12 11:00,11,3,0
5147,2004-10-12 12:00,12,3,0
5148,2004-10-12 13:00,13,3,0
5149,2004-10-12 14:00,14,3,0
5150,2004-10-12 15:00,15,3,0
5151,2004-10-12 16:00,16,3,0
5152,2004-10-12 17:00,17,3,0
5153,2004-10-12 18:00,18,3,0
5154,2004-10-12 19:00,19,3,0
5155,2004-10-12 20:00,20,3,0
5156,2004-10-12 21:00,21,3,0
5157,2004-10-12 22:00,22,3,0
5158,2004-10-12 23:00,23,3,0
5159,2004-10-13 00:00,0,4,0
5160,2004-10-13 01:00,1,4,0
5161,2004-10-13 02:00,2,4,0
5162,2004-10-13 03:00,3,4,0
5163,2004-10-13 04:00,4,4,0
5164,2004-10-13 05:00,5,4,0
5165,2004-10-13 06:00,6,4,0
5166,2004-10-13 07:00,7,4,0
5167,2004-10-13 08:00,8,4,0
5168,2004-10-13 09:00,9,4,0
5169,2004-10-13 10:00,10,4,0
5170,2004-10-13 11:00,11,4,0
5171,2004-10-13 12:00,12,4,0
5172,2004-10-13 13:00,13,4,0
5173,2004-10-13 14:00,14,4,0
5174,2004-10-13 15:00,15,4,0
5175,2004-10-13 16:00,16,4,0
5176,2004-10-13 17:00,17,4,0
5177,2004-10-13 18:00,18,4,0
5178,2004-10-13 19:00,19,4,0
5179,2004-10-13 20:00,20,4,0
5180,2004-10-13 21:00,21,4,0
5181,2004-10-13 22:00,22,4,0
5182,2004-10-13 23:00,23,4,0
5183,2004-10-14 00:00,0,5,0
5184,2004-10-14 01:00,1,5,0
5185,2004-10-14 02:00,2,5,0
5186,2004-10-14 03:00,3,5,0
5187,2004-10-14 04:00,4,5,0
5188,2004-10-14 05:00,5,5,0
5189,2004-10-14 06:00,6,5,0
5190,2004-10-14 07:00,7,5,0
5191,2004-10-14 08:00,8,5,0
